Average wind speed (m/s);Average tip deflection out-of-plane (m);Average tip deflection in-plane (m);Input turbulence intensity (%);Input alpha
23.4755;0.590952;-0.158202;9.29;0.35
18.3173;1.70195;-0.292976;30.91;-0.03
4.41568;1.48985;-0.129436;16.22;0
4.24335;1.39522;-0.117724;9.33;0.02
7.63678;3.22693;-0.341595;13.23;-0.4
11.4064;5.01811;-0.575942;10.18;0.17
23.0435;0.701661;-0.17439;5.21;-0.36
21.4616;0.960627;-0.210472;10.21;-0.36
11.9786;3.66096;-0.456421;34.34;0.35
13.3827;3.50913;-0.460816;22.79;-0.13
23.4756;0.665676;-0.165846;22.72;0.2
19.3727;1.56316;-0.271686;9.85;-0.05
23.1605;0.809956;-0.176119;13.52;-0.06
3.58657;1.24845;-0.103198;33.46;-0.47
18.8262;1.45397;-0.274427;33.5;0.4
7.14171;2.91757;-0.299312;26.43;-0.21
5.64572;1.94354;-0.181644;8.41;0.23
19.6919;1.41701;-0.259551;7.24;0.28
16.4659;1.99868;-0.329667;44.47;0.47
6.69829;2.45398;-0.243541;13.3;0.11
3.2221;1.02707;-0.0809538;25.72;0.36
7.94327;3.32792;-0.352547;36.35;-0.17
21.2943;1.06085;-0.21733;15.13;-0.27
21.8404;0.849098;-0.200578;18.76;0.43
9.28225;4.12809;-0.437418;8.63;0.07
16.8303;2.06388;-0.333785;24.99;0.4
21.7331;0.839201;-0.203993;7.16;-0.44
21.297;1.07447;-0.214713;27.47;0.08
25.6785;0.238349;-0.105737;44.86;0.22
18.3222;1.72221;-0.294099;15.41;-0.22
14.9501;2.84012;-0.404423;13.69;0.16
21.3674;1.01414;-0.212309;16.4;-0.29
7.26598;2.86764;-0.296647;32.42;0.11
7.70447;3.28586;-0.349632;44.64;-0.19
23.645;0.446954;-0.151253;39.63;0.29
8.80605;3.75601;-0.397203;9.8;0.09
15.7458;2.55724;-0.37777;6.78;0.15
24.4182;0.451361;-0.140802;13.64;-0.37
22.9429;0.649633;-0.183774;43.28;-0.3
15.0934;2.78822;-0.39076;37.63;0.11
9.82071;4.4014;-0.482103;18.41;-0.11
18.2821;1.85721;-0.305359;16.53;-0.1
17.4529;1.75235;-0.309541;35.67;-0.4
24.4712;0.449236;-0.143102;39.57;0.13
8.32804;3.48835;-0.376167;40.02;0.38
21.1614;1.06217;-0.219626;36.49;0.16
21.206;0.831626;-0.208544;44.25;-0.46
16.9166;1.90924;-0.326832;8.66;-0.43
15.3026;2.7036;-0.387794;30.18;-0.09
3.68911;1.1731;-0.0957897;10.91;0.48
7.18922;2.9211;-0.304092;31.66;-0.21
3.04372;1.00699;-0.0760292;12.2;-0.26
22.5264;0.896675;-0.186986;17.84;0
8.24097;3.53275;-0.382127;42.11;-0.21
24.9314;0.342116;-0.124136;31.19;0.13
8.29826;3.86086;-0.417148;27.84;-0.5
11.7515;4.80489;-0.567167;8.57;0.15
4.62742;1.66412;-0.152133;33.56;-0.33
17.3048;1.95199;-0.323309;21.05;0.29
19.2035;1.20822;-0.26093;39.37;-0.46
4.49502;1.61605;-0.144508;19.51;-0.41
12.2772;3.2991;-0.417036;41.39;0.29
24.044;0.529303;-0.149154;30.84;0.1
9.18786;4.03669;-0.427075;10.25;0.1
5.38124;1.89388;-0.181703;40.56;0.49
20.8321;1.23084;-0.230581;32.23;-0.01
15.0197;2.49999;-0.372478;38.38;0.46
12.4261;3.49909;-0.445329;34.78;0.12
14.1973;2.91476;-0.407772;33.75;0.42
8.64365;3.80043;-0.416074;42.11;-0.33
8.06307;3.32775;-0.349361;27.68;0
15.2373;2.67568;-0.389645;17.25;-0.14
20.9547;1.0014;-0.222353;29.7;-0.39
14.9854;2.81122;-0.398256;33.73;0.04
8.61233;3.55144;-0.378403;10.56;0.47
6.62894;2.49788;-0.250638;20.22;-0.05
18.9847;1.42767;-0.272374;29.34;-0.37
20.0645;1.20515;-0.242404;11.83;0.43
20.9154;1.17126;-0.230067;26.49;0.15
20.3573;1.31623;-0.243196;9.81;-0.19
12.6914;3.13229;-0.413651;42.72;-0.14
15.3689;2.51899;-0.357771;40.26;0.06
17.7506;1.80002;-0.306639;13.83;-0.3
13.35;3.18997;-0.436316;25.78;-0.45
8.59433;3.56135;-0.380087;20.75;0.36
5.88455;2.14475;-0.210306;40.6;0
4.48068;1.63043;-0.14983;38.73;-0.41
23.8654;0.670254;-0.157114;14.75;0
13.8104;3.21523;-0.442338;6.36;0.4
15.4478;2.38482;-0.37157;9.26;-0.39
22.5519;0.694066;-0.177771;14.45;0.41
13.5143;3.01853;-0.418378;33.75;0.43
5.88348;2.08761;-0.201624;23.73;0.05
19.1727;1.31646;-0.257044;44.97;0.27
10.9065;5.09324;-0.566002;7.18;0.07
22.1906;0.7564;-0.188399;17.89;0.41
24.5305;0.397403;-0.139088;7.61;-0.42
7.12427;2.77309;-0.289136;43.11;0.22
11.0895;3.60855;-0.437231;44.95;0.36
6.98559;2.6289;-0.271295;36.27;0.35
14.7807;2.48732;-0.385396;21.84;-0.45
3.2558;1.02909;-0.0813101;26.23;0.38
15.3072;2.26322;-0.366068;21.55;-0.49
9.70506;4.28061;-0.493391;37.2;-0.49
25.0505;0.440835;-0.124323;15.57;0.08
18.8518;1.49563;-0.276634;31.04;-0.24
23.025;0.532912;-0.169226;34.35;-0.42
23.8058;0.502735;-0.156855;42.67;-0.04
3.99996;1.28543;-0.10711;13.32;0.45
9.39271;3.6276;-0.407085;37.43;0.45
20.635;1.16883;-0.234298;29.34;-0.1
5.19623;1.86021;-0.17545;44.68;-0.16
3.89378;1.27521;-0.107692;38.86;0.25
8.34836;3.80436;-0.406954;24.83;-0.41
17.8071;1.76606;-0.30641;21.92;-0.29
20.9287;0.881926;-0.218191;25.53;-0.49
8.69047;3.79426;-0.407025;25.6;-0.17
21.5377;1.05402;-0.211287;16.57;-0.14
7.9904;3.24566;-0.34292;28.61;0.24
16.1877;2.25529;-0.347649;40.07;-0.11
18.3765;1.78546;-0.297535;17.69;0.05
6.16549;2.23969;-0.218043;10.63;-0.06
5.42755;1.93984;-0.185454;37.4;-0.12
17.0063;1.88384;-0.323862;12.3;-0.43
19.1136;1.49403;-0.270056;24.06;-0.3
9.75238;4.06411;-0.468203;33.75;-0.45
13.0145;3.25698;-0.421601;41.96;0.12
11.8735;4.02805;-0.513334;6.29;-0.4
16.8449;2.13163;-0.33831;14.21;0.3
6.71996;2.48894;-0.24982;17.58;0.07
8.47406;3.64141;-0.386633;27.19;-0.13
6.06609;2.41918;-0.245768;39.08;-0.37
5.88408;2.25748;-0.223493;41.71;-0.16
18.5951;1.70874;-0.292402;39.85;-0.02
4.18908;1.43554;-0.123404;25.33;-0.24
19.5625;1.49207;-0.266224;25.96;0.15
23.0556;0.499028;-0.158548;17.56;0.48
13.5159;3.30788;-0.437265;29.24;0.4
8.42316;3.58171;-0.377057;12.66;-0.08
17.2164;1.88241;-0.320523;9.08;-0.38
4.38049;1.53867;-0.137783;36.64;-0.26
11.1919;4.80637;-0.549129;10.43;0.16
3.87459;1.37817;-0.117438;25.46;-0.5
5.93578;2.09512;-0.203576;33.16;0.29
12.7267;3.52676;-0.472521;14.51;-0.39
10.181;3.99222;-0.462178;45;0.21
17.8783;1.81511;-0.303736;42.81;-0.23
14.3962;2.91509;-0.416932;19.43;0.47
9.22655;4.24298;-0.455758;13.89;-0.2
17.3706;2.04429;-0.326676;38.72;0.11
19.6168;1.15346;-0.251371;26;-0.45
20.2599;1.19462;-0.238436;7.61;0.39
10.9374;4.57839;-0.531371;20.04;-0.22
19.8801;1.37573;-0.256528;13.24;-0.26
14.7901;2.89948;-0.409477;14.64;0.26
22.9339;0.498995;-0.171835;38.43;-0.45
18.1088;1.7485;-0.294791;38.06;-0.24
9.26736;4.25697;-0.473788;34.69;-0.4
8.89173;4.11858;-0.443858;17.86;-0.33
7.94417;3.20497;-0.334646;15.08;0.05
12.958;3.65238;-0.470355;18.69;0.26
11.9093;4.5583;-0.544067;11.5;0.33
22.8626;0.720712;-0.178893;6.31;-0.37
18.583;1.72314;-0.290998;10.24;-0.12
16.0016;2.51324;-0.37126;20.09;0.03
5.23616;1.93235;-0.185594;39.77;-0.3
19.4405;1.4882;-0.269763;25.09;0
6.57263;2.39968;-0.240375;28.19;0.27
14.9288;2.68287;-0.39456;21.07;-0.27
9.04029;3.74073;-0.428548;37.76;-0.45
18.4637;1.67605;-0.292593;17.54;-0.27
15.8889;2.43286;-0.36693;28.38;0.26
13.0406;3.71435;-0.473128;23.32;-0.13
3.63477;1.18871;-0.0983156;32.64;-0.09
12.3258;3.49142;-0.441066;42.66;0.16
21.4728;1.01644;-0.213794;17.95;-0.29
20.5547;1.26533;-0.239604;27.36;0.19
21.0643;1.18063;-0.225178;17.39;-0.09
15.6539;2.35579;-0.352297;36.04;-0.28
11.8612;4.20137;-0.507008;16.02;0.46
9.92781;4.03344;-0.456219;29.78;0.42
12.1405;4.31483;-0.525233;17;0.33
10.8362;3.94891;-0.463495;40.92;0.03
18.5743;1.50319;-0.283577;42.46;0.39
23.6202;0.527406;-0.158921;26.33;0.35
12.2863;4.18021;-0.519156;15.36;0.49
12.1944;3.82839;-0.477554;38.11;-0.11
10.4577;4.32138;-0.488376;24.28;0.31
7.81683;3.18011;-0.330254;21.06;-0.01
14.8551;2.67433;-0.388001;33.52;0.36
24.5747;0.461373;-0.139904;38;0.06
23.0951;0.659204;-0.166636;41.12;-0.01
23.3361;0.636924;-0.173769;43.39;-0.35
15.8171;2.42931;-0.355766;36.75;-0.1
19.2184;1.60226;-0.275619;5.87;-0.07
18.1028;1.53229;-0.292833;12.84;-0.48
5.01154;1.72138;-0.160582;36.12;0.35
19.4861;1.29838;-0.258582;35.64;-0.26
21.6487;0.882322;-0.202334;19.72;-0.38
7.89581;3.12256;-0.32698;25.35;0.27
10.7554;3.43634;-0.410586;37.93;0.19
10.7332;4.1822;-0.48392;23.73;0.46
13.8359;2.82409;-0.405601;36.52;-0.43
7.98813;3.4396;-0.367501;41.1;-0.15
14.0248;2.72805;-0.380619;38.52;0.48
10.8038;4.39848;-0.523605;20.99;-0.4
7.6868;3.11706;-0.330188;43.51;-0.05
7.98675;3.23444;-0.341206;25.17;0.35
22.245;0.677217;-0.190735;5.54;-0.5
19.9214;1.15058;-0.249287;21.01;-0.46
13.4323;3.19016;-0.443272;10.83;-0.37
17.0147;2.1121;-0.334758;31.97;0.13
7.49042;2.92318;-0.301187;19.02;0.04
9.9451;4.37838;-0.487853;30.1;-0.08
21.4094;1.08233;-0.216059;9.23;0.22
13.4463;3.59595;-0.467057;18.29;0.01
17.3834;1.9059;-0.319199;26.78;0.41
5.37148;1.96163;-0.184966;18.27;-0.28
17.252;1.862;-0.319484;6.01;-0.4
6.71632;2.58619;-0.261787;12.79;-0.23
24.2556;0.620661;-0.148329;12.39;0.05
6.77765;2.80823;-0.292044;37.82;-0.36
4.487;1.5513;-0.138907;35.45;-0.01
12.2115;3.97842;-0.489647;24.2;0.25
24.8361;0.445719;-0.134621;29.65;-0.22
4.32512;1.53196;-0.137418;43.97;-0.21
12.4868;4.01221;-0.506282;14.43;0.44
15.99;2.1506;-0.352342;14.39;-0.44
3.80289;1.31238;-0.109716;19.19;-0.35
24.1882;0.384164;-0.137745;28.45;0.39
24.8499;0.371679;-0.126085;18.39;0.32
5.03532;1.76333;-0.163137;26;0.13
9.2787;4.37745;-0.478504;20.56;-0.33
21.9628;0.730131;-0.184959;34.78;0.47
21.9655;0.86521;-0.196844;44.96;0.03
24.9107;0.342206;-0.126943;24.34;0.26
4.85268;1.68395;-0.153313;25.5;-0.08
24.7327;0.399398;-0.12853;12.36;0.31
14.6715;2.80392;-0.404416;20.36;-0.27
9.72813;4.86006;-0.529453;5.21;-0.41
22.5007;0.639746;-0.177143;15.64;0.47
9.7419;4.43197;-0.47581;11.39;0.06
7.11196;2.92691;-0.306729;10.54;-0.43
21.7108;0.755903;-0.200209;44.77;0.44
6.87508;2.63283;-0.265329;25.8;-0.03
15.8065;2.52066;-0.374349;10.11;0.19
14.3943;2.93318;-0.417953;17.64;0.41
22.4916;0.777582;-0.187459;42.77;0.2
23.0464;0.773376;-0.180219;23.66;-0.2
7.94008;3.51234;-0.376728;31.43;-0.42
10.1545;4.17728;-0.48333;31.38;-0.39
16.3411;2.32226;-0.355775;20.75;-0.12
7.88455;3.45093;-0.366825;20.89;-0.4
3.5524;1.20872;-0.0988782;14.31;-0.33
5.02057;1.73153;-0.157369;28.98;0
14.2524;2.6813;-0.403543;21.06;-0.49
18.5644;1.54827;-0.284353;10.57;-0.38
3.73361;1.20067;-0.0986481;39;0.12
9.34149;3.83557;-0.424755;33.38;-0.07
13.4328;2.96416;-0.399397;42.49;0.38
13.3058;3.55339;-0.467151;6.94;-0.05
8.40289;3.76312;-0.411009;32.41;-0.43
13.6327;3.37585;-0.451162;23.7;-0.12
19.6895;1.46588;-0.262688;13.59;-0.11
15.0727;2.73776;-0.397879;14.93;0.32
3.80302;1.21156;-0.0996953;6.97;0.48
5.97891;2.27613;-0.225209;20.27;-0.31
8.86879;4.1326;-0.451779;34.37;-0.4
15.4595;2.48892;-0.368787;41.56;-0.33
24.2602;0.569949;-0.146327;19.02;0.08
13.4908;3.33472;-0.449581;20.92;-0.25
6.91002;2.56255;-0.264134;35.67;0.3
6.35438;2.39583;-0.238711;31.88;0.01
11.8245;4.23006;-0.511372;19.61;0.39
17.9155;1.58376;-0.294296;39.68;-0.48
13.6297;3.02442;-0.410767;44.51;-0.21
19.517;1.3227;-0.25649;6.74;0.44
19.8117;1.29126;-0.252226;41.34;-0.28
5.85664;2.08731;-0.20155;25.63;0.31
22.6512;0.757743;-0.181707;26.82;0.27
5.25216;1.80519;-0.167531;24.49;0.42
3.69655;1.25536;-0.104664;36.99;-0.19
19.714;1.1986;-0.246041;28.19;-0.4
10.6128;4.79078;-0.532527;12.38;0.17
8.05939;3.18076;-0.332777;7.94;0.22
13.7279;2.92725;-0.420498;39.14;-0.4
4.44958;1.46891;-0.12799;18.86;0.34
8.66875;3.57335;-0.401253;41.6;-0.42
5.01623;1.88086;-0.178079;21.17;-0.49
13.5157;3.19403;-0.432214;31.96;0.42
19.1373;1.39471;-0.26766;26.45;-0.35
16.0637;2.15355;-0.348937;33.99;-0.39
10.9662;4.60539;-0.527163;24.96;-0.04
24.6441;0.488596;-0.137484;13.56;-0.26
14.871;2.57134;-0.362893;37.22;-0.1
17.7215;2.01624;-0.316491;37.69;0.24
9.0184;3.93521;-0.422407;18.32;0.03
9.7869;4.29948;-0.470897;18.72;0.04
5.59166;2.14032;-0.210367;42.91;-0.28
24.7041;0.537822;-0.134563;6.07;0.12
25.0826;0.441625;-0.127044;27.85;0.06
17.2501;2.10566;-0.332273;17.13;0.08
6.50053;2.59892;-0.26403;26.46;-0.33
16.6055;1.95523;-0.319796;44.75;0.39
20.3653;1.16647;-0.236175;43.49;-0.06
15.16;2.41996;-0.36745;38.15;-0.3
10.175;4.4672;-0.494214;16.18;0.36
14.0172;2.96459;-0.392432;41.69;-0.05
8.22872;3.54087;-0.373815;12.47;-0.24
6.14005;2.30395;-0.226246;13.48;-0.23
21.5671;0.77697;-0.202088;36.32;0.35
16.0306;2.35813;-0.362103;11.88;-0.24
6.39726;2.33723;-0.236318;37.96;0.36
21.9135;0.977388;-0.208043;28.39;-0.08
21.8987;0.82188;-0.184221;44.12;-0.31
20.7832;1.13215;-0.228178;22.86;0.27
23.814;0.586391;-0.15222;32.47;0.18
3.68328;1.19605;-0.0981651;32.27;0.36
3.58496;1.19042;-0.0951158;5.1;-0.21
18.005;1.86084;-0.307384;23.68;0.04
14.7648;2.75677;-0.388328;31.72;0.34
12.2371;3.7641;-0.487798;21.17;-0.42
14.2757;2.96388;-0.421175;14.13;0.48
4.27728;1.41242;-0.119092;15.32;0.07
24.1072;0.578241;-0.149884;24.39;0.03
8.29662;3.67379;-0.39987;42.53;-0.39
19.8017;1.32968;-0.251256;15.64;-0.28
24.5196;0.36275;-0.146453;41.27;-0.46
24.2615;0.496677;-0.145075;18.09;-0.34
15.4566;2.58133;-0.382295;25.81;-0.21
4.56695;1.50225;-0.131533;14.82;0.49
6.33411;2.41646;-0.244683;41.84;0.29
12.9068;3.7832;-0.488856;7.78;0.36
21.3386;0.84917;-0.211119;5.43;-0.49
12.6149;3.49516;-0.443787;30.15;0.31
6.80693;2.51518;-0.252519;15.12;0.27
19.6148;1.47135;-0.264201;10.69;-0.19
7.17919;2.82871;-0.296177;41.21;0.21
19.4057;1.43099;-0.262101;24.03;0.36
12.6389;3.68095;-0.466093;41.68;0.3
4.97749;1.72502;-0.156254;22.7;0.04
7.93289;3.19006;-0.336587;22.94;0.47
8.02396;3.4616;-0.366388;30.98;-0.21
9.4938;4.17005;-0.46496;25.11;-0.29
17.8485;1.63526;-0.294496;41.55;-0.46
8.79741;3.67217;-0.389619;7.92;0.38
21.4872;1.015;-0.212783;5.82;-0.31
18.9368;1.52231;-0.278111;41.3;-0.18
12.062;3.4356;-0.432424;44.64;-0.08
8.01867;3.14584;-0.332554;5.97;0.49
13.2992;3.59184;-0.471837;11.67;0.25
7.75427;2.98705;-0.310779;7.82;0.24
22.025;0.700905;-0.19873;26.72;-0.47
13.9618;3.03614;-0.416414;34.57;-0.1
24.5796;0.293621;-0.134979;7.86;-0.49
9.68819;4.59376;-0.490078;5.26;-0.17
5.27262;1.89739;-0.17872;18.88;-0.3
6.76682;2.58474;-0.263006;31.41;0.01
3.64887;1.22275;-0.100342;37.87;0.1
6.23374;2.24109;-0.217819;9.69;0.09
22.4928;0.790957;-0.18536;30.01;0.07
9.33869;4.31398;-0.467116;19.57;-0.2
4.60578;1.5618;-0.136804;15.67;-0.09
11.0749;3.84598;-0.475221;41.56;-0.36
4.99191;1.69072;-0.1536;27.66;0.27
14.7617;2.57572;-0.39125;11.93;-0.42
9.31905;4.05156;-0.438853;21.28;0.44
6.6212;2.48075;-0.250412;40.84;0.22
14.9226;2.63625;-0.392189;8.88;-0.33
13.3814;3.12887;-0.412023;36.57;0.18
21.2966;1.07702;-0.217812;13.98;-0.25
3.43055;1.1364;-0.0900758;26.92;-0.17
19.5178;1.17449;-0.252746;43.36;-0.5
13.6452;3.02646;-0.430493;26.42;-0.48
8.90864;3.78949;-0.406601;17.02;0.47
15.1204;2.8166;-0.396756;27.16;0.01
6.229;2.22933;-0.216827;14.81;0.19
22.2426;0.918272;-0.196458;15.98;-0.24
9.00591;3.92112;-0.416576;19.03;0.09
11.8129;4.73516;-0.560598;7.3;0.07
5.16646;1.88446;-0.174716;10.66;-0.34
19.0177;1.67552;-0.285028;19.23;0.04
21.743;1.03054;-0.210228;13.5;-0.16
7.87897;3.49413;-0.376171;32.84;-0.48
19.4825;1.54013;-0.267997;6.91;0.09
21.061;1.18501;-0.2308;40.88;0
8.80949;4.23608;-0.462096;22.26;-0.49
18.0526;1.70689;-0.298688;12.92;0.41
10.2867;3.62749;-0.427333;42.42;0.24
4.92644;1.64657;-0.146339;14.68;0.18
13.6972;3.11969;-0.418786;31.37;0.13
9.67294;4.37671;-0.48171;21.96;-0.19
17.628;1.93531;-0.314775;33.84;-0.17
18.5077;1.62594;-0.28733;16.8;0.37
6.55057;2.52086;-0.253445;14.75;-0.24
5.82972;2.10721;-0.20496;40.59;-0.12
17.4669;1.94361;-0.319074;32.36;0.22
15.534;2.40761;-0.372849;14.16;0.5
9.03211;3.80839;-0.416205;33.65;0.45
11.5547;4.50234;-0.542227;14.07;-0.27
5.52129;1.96151;-0.18586;25.91;-0.08
22.0993;0.98412;-0.200276;7.19;0.15
8.61117;3.92105;-0.418102;12.37;-0.35
3.52708;1.1553;-0.0931491;31.85;0.02
8.36204;3.56794;-0.377073;24.7;-0.11
4.59213;1.51327;-0.131841;17.17;0.38
19.8663;1.34454;-0.252647;16.55;0.31
5.36945;1.84645;-0.172743;17.95;0.41
9.389;4.14952;-0.441901;13.02;0.17
10.9226;4.92822;-0.566311;11.31;-0.25
24.0744;0.403789;-0.14593;15.65;-0.45
12.5747;3.54364;-0.452523;38.7;0.12
22.1659;0.823431;-0.195008;35.63;-0.19
12.6331;3.00536;-0.396436;40.35;0.3
21.2174;0.983637;-0.216922;6.27;-0.4
19.7925;1.39505;-0.25429;24.59;-0.08
7.51057;2.99246;-0.308986;22.73;-0.08
19.8178;1.21902;-0.247111;32.39;0.46
8.16201;3.3234;-0.353027;29.82;0.42
19.1719;1.32593;-0.264415;25.38;-0.41
21.4108;1.13987;-0.2175;5.01;0.05
3.99704;1.28287;-0.106341;13.75;0.43
19.6515;1.33064;-0.256908;21.32;0.43
15.3443;2.69541;-0.391359;12.02;0.19
18.5757;1.66921;-0.291905;39.88;0.04
8.56666;3.95094;-0.422558;17.84;-0.37
14.9695;2.81807;-0.402348;9.86;-0.07
17.9948;1.7951;-0.304886;18.64;-0.25
25.2487;0.290784;-0.118499;20.29;-0.34
11.5369;4.09091;-0.484552;23.51;0.26
23.1909;0.619842;-0.16708;44.5;0.33
17.2506;1.87085;-0.32121;25.29;0.48
15.0257;2.78918;-0.401446;21.64;0.35
22.3243;0.960114;-0.196727;15.99;-0.06
5.07909;1.84809;-0.173848;29.3;-0.33
10.8592;4.84023;-0.54117;12.76;0.12
12.3679;3.59595;-0.479644;12.97;-0.47
13.1355;3.50874;-0.465957;16.44;-0.24
16.2595;2.23808;-0.353108;25.73;-0.27
17.0746;2.11219;-0.33374;8.67;0.22
13.6617;3.23849;-0.42915;42.66;-0.04
13.491;3.63881;-0.471921;16.28;0.12
3.35623;1.11335;-0.0876795;7.67;-0.25
10.1596;4.34367;-0.497806;31.56;-0.33
11.2821;3.61635;-0.451965;40.11;-0.41
13.5643;3.49524;-0.460411;26.04;0.34
3.86778;1.23873;-0.101415;16.4;0.31
18.8396;1.48424;-0.264251;43.45;0.45
22.4281;0.75676;-0.185846;33.88;0.35
20.5952;1.24693;-0.237861;21.57;0.05
9.49214;3.91823;-0.440122;31.77;-0.25
9.0406;3.89962;-0.416796;17.31;0.24
14.9382;2.41952;-0.380941;20.46;-0.48
5.04969;1.72417;-0.15602;21.53;0.03
4.07647;1.31942;-0.109316;9.89;0.15
15.7907;2.51906;-0.374725;15.99;0.24
15.5489;2.67808;-0.385679;25.26;0.18
17.6519;1.86992;-0.30821;37.76;0.01
19.8916;1.08636;-0.243252;32.44;-0.44
22.5897;0.842069;-0.18528;21.88;0.01
23.0819;0.663121;-0.171932;20.84;-0.33
7.83944;3.08958;-0.325898;33.38;0.42
13.3412;3.3478;-0.454113;14.88;-0.35
8.66782;3.83819;-0.406833;6.88;-0.21
18.4692;1.60453;-0.285229;37.83;0.39
11.0586;4.28574;-0.500358;24.93;-0.12
15.1286;2.64251;-0.391467;8.44;0.41
12.2056;3.95386;-0.488727;37;-0.13
15.7064;2.59214;-0.379044;10.33;0.03
20.1129;1.37757;-0.249703;7.61;-0.15
15.5925;2.46113;-0.370162;37;-0.21
14.824;2.81541;-0.403347;13.99;-0.21
21.4993;1.07324;-0.21499;14.88;0.17
3.54811;1.15193;-0.0904676;11.41;-0.08
6.1713;2.20334;-0.21699;24.13;0.43
13.147;3.62328;-0.475663;10.96;0.33
24.1632;0.528363;-0.14668;5.73;-0.34
21.3907;0.915747;-0.209385;31.4;0.43
4.74946;1.69974;-0.154889;35.63;-0.34
21.2765;1.06961;-0.221963;26.58;0.14
23.8524;0.482608;-0.149862;22.93;0.34
23.2685;0.796732;-0.170252;7.98;-0.01
14.8607;2.88108;-0.408018;19.95;0.23
9.43313;4.11646;-0.456884;25.36;-0.31
13.9209;3.08024;-0.429977;30.34;-0.29
23.6092;0.715101;-0.164664;15.54;-0.09
22.2801;0.900514;-0.197515;34.68;-0.04
21.2585;1.04426;-0.213736;8.43;0.3
9.36583;4.09834;-0.436625;6.84;0.29
14.162;2.8649;-0.39444;43.45;-0.06
12.2767;3.99858;-0.506403;12.63;-0.25
17.9011;1.86071;-0.308724;9.14;0.27
23.1698;0.704142;-0.173212;23.34;-0.21
21.3627;0.947942;-0.215924;29.57;-0.3
18.4951;1.69219;-0.293403;27.06;0.16
12.9884;3.21902;-0.420061;39.03;-0.28
21.441;0.851004;-0.205744;18.88;0.5
12.2114;3.29353;-0.412795;34.99;0.44
20.5226;1.11499;-0.229918;28.9;-0.29
5.71906;2.15442;-0.21052;42.5;-0.12
19.4455;1.41056;-0.264634;19.55;0.34
13.4183;3.1682;-0.416328;39.39;0.22
19.5027;1.47251;-0.266811;30.36;0.12
10.3325;4.10366;-0.468916;27.25;0.43
21.6295;0.931038;-0.212791;36.21;-0.22
5.87074;2.11645;-0.208129;40.6;0.03
12.1368;4.1583;-0.516436;16.82;-0.24
16.4052;2.23245;-0.349202;32.7;-0.29
21.4544;1.05132;-0.214921;25.62;0.07
14.8961;2.82244;-0.40298;26.54;0.4
19.5832;1.23731;-0.24985;33.13;0.43
18.1635;1.59979;-0.28957;36.36;0.38
16.6774;2.08676;-0.338468;9.34;-0.32
12.9041;3.5336;-0.459204;35.51;0.45
18.5636;1.74393;-0.293642;16.71;0.15
20.9387;1.15412;-0.222683;27.74;-0.04
20.0756;1.30298;-0.246974;39.88;-0.1
12.1277;3.56052;-0.442988;42.05;-0.09
22.5899;0.759695;-0.186486;28.69;-0.31
3.62396;1.15989;-0.093255;16.28;0.34
4.66708;1.60783;-0.143385;32.21;-0.13
18.6986;1.66269;-0.28897;34.27;0
15.3525;2.47832;-0.377444;15.42;-0.34
19.1153;1.53294;-0.274511;25.44;-0.19
18.1281;1.83878;-0.304294;28.5;0.12
19.3669;1.28432;-0.25686;16.89;0.49
14.1712;3.15706;-0.433415;11.29;0.15
18.0719;1.84945;-0.30683;20.71;0.13
16.4262;2.10936;-0.333271;34.99;-0.2
12.5711;3.57809;-0.455888;38.4;0.2
22.5863;0.859918;-0.184664;5.16;0.21
14.6544;2.70469;-0.400177;5.92;-0.36
20.4289;1.24289;-0.23452;23.19;0.26
9.90812;3.87799;-0.446496;39.66;-0.05
12.688;3.92469;-0.493868;17.91;0.37
16.379;2.00264;-0.338715;11.72;-0.46
12.8534;3.86051;-0.488573;21.13;0.14
7.94477;3.20202;-0.333927;8.27;-0.05
21.3912;0.85783;-0.211027;26.63;-0.44
7.34449;3.10991;-0.327897;31.55;-0.35
16.6463;2.00296;-0.332996;23.03;-0.37
22.6987;0.59949;-0.17013;19.98;0.44
19.3367;1.37809;-0.264151;27;0.42
8.3083;3.76318;-0.40104;6.22;-0.42
16.2469;2.29606;-0.356451;30.67;0.22
20.5696;1.08798;-0.232578;20.14;-0.38
12.0817;3.66192;-0.462432;36.67;0.44
7.03958;2.62226;-0.268592;19.43;0.41
13.1182;3.22623;-0.431422;39.9;-0.14
21.0576;1.105;-0.225282;23.89;0.12
18.7733;1.73843;-0.293843;42.54;0.08
23.7111;0.352331;-0.157793;41.18;-0.46
3.80012;1.29556;-0.109256;29.17;-0.25
13.7426;3.15052;-0.431282;36.98;-0.15
3.99422;1.42394;-0.123695;26.72;-0.46
5.79639;2.18686;-0.211793;8.44;-0.37
24.9335;0.514943;-0.130863;5.86;-0.15
8.06465;3.33101;-0.352652;35.21;0.13
14.9721;2.88451;-0.407774;18.89;0.17
21.5811;0.914679;-0.209458;18.14;-0.37
24.3836;0.34678;-0.143384;30.35;-0.42
6.55044;2.37629;-0.23688;16.43;0.26
23.8922;0.642655;-0.156444;6.44;-0.25
17.5241;1.8842;-0.313789;43.89;-0.02
10.811;5.13733;-0.578698;8.22;-0.22
3.16472;1.03889;-0.0812787;21.63;-0.14
4.72787;1.57553;-0.140243;15.59;0.26
15.1216;2.58594;-0.377035;44.54;-0.28
23.8494;0.442159;-0.16256;42.44;-0.33
7.95955;3.19506;-0.337562;36.05;0.3
18.8379;1.58703;-0.282007;8.84;-0.29
